make_year,mileage_kmpl,engine_cc,owner_count,price_usd
-0.9801109574053843,-1.9483173640335811,1.32655948065508,0.7023376497719855,0.5036920919657848
0.572417091708184,-0.07377823826906299,-0.6096053781127776,0.7023376497719855,-0.4422885565470325
1.6472442026329621,0.02571959218552926,0.16486056539436544,1.407142115172874,0.7490973904904025
-0.024709081027803836,-1.3294408586060174,-1.1517315385677778,-1.41207574643068,-0.12289746373298616
-0.5024100192165941,-1.140394980742292,-0.9968383498663491,-0.7072712810297915,-0.9137190255660046
-0.8606857228581868,-0.8339416629421479,0.16486056539436544,0.7023376497719855,-0.11581729512085948
1.6472442026329621,-1.0866661522968122,-0.9968383498663491,-0.0024668156289029946,-0.13344079718419224
0.6918423262553816,-0.09964767418725679,-0.22237240635920605,1.407142115172874,0.18678388799297965
-0.9801109574053843,-0.5911669566329426,2.101025424162223,-0.7072712810297915,0.5548095498384815
1.2889684989913694,0.32421308354930606,1.32655948065508,0.7023376497719855,1.2995474068242012
0.45299185716098644,0.6545458806585523,-0.3772655950606347,-0.7072712810297915,1.0340858044897898
0.9306927953497767,0.5868873559494296,2.101025424162223,1.407142115172874,0.8798068196182695
-0.5024100192165941,-0.4001311221601257,0.16486056539436544,-0.0024668156289029946,-0.5852514356478827
-0.5024100192165941,0.29038382119474504,-1.1517315385677778,0.7023376497719855,-0.47378260621481977
1.0501180298969743,1.0386075062132785,0.552093537147937,-0.0024668156289029946,0.9280478471907385
0.6918423262553816,0.45157030653118424,1.32655948065508,1.407142115172874,0.8189724653582378
-1.338386661046977,1.8564796725500265,-0.3772655950606347,-0.0024668156289029946,-0.2463084876214702
-0.8606857228581868,0.9848786777677987,-0.22237240635920605,1.407142115172874,-0.3494521263721587
1.0501180298969743,1.7171827099135977,0.552093537147937,-0.0024668156289029946,0.980957707526636
-1.4578118955941746,-2.4716759522247367,-0.6096053781127776,-0.7072712810297915,-2.1308318510722635
0.8112675608025791,0.10332789994011134,-0.9968383498663491,-0.7072712810297915,-0.5683613517581152
0.6918423262553816,-0.3145629879691764,2.101025424162223,1.407142115172874,2.101846068661112
-1.5772371301413721,-0.11556732705999191,0.552093537147937,-0.7072712810297915,-0.7047377778953849
1.0501180298969743,-0.792152574151219,-0.9968383498663491,-0.0024668156289029946,-0.8098061921454793
-0.3829847846693965,0.4018213913038881,-0.3772655950606347,-0.0024668156289029946,-0.45540422008015846
-1.099536191952582,-1.791110791915325,-0.22237240635920605,0.7023376497719855,-1.6290700685143276
-1.5772371301413721,0.40978121774025533,-0.3772655950606347,1.407142115172874,-0.7198139934241884
1.5278189680857646,-0.7603132684057494,-0.22237240635920605,-0.7072712810297915,0.29090422509187946
0.6918423262553816,-0.4896791695692586,-0.22237240635920605,1.407142115172874,-0.9654840380212146
-1.6966623646885697,0.443610480094817,-0.8419451611649205,-0.7072712810297915,-0.7629139384824449
-0.3829847846693965,0.08541829045828475,-0.8419451611649205,0.7023376497719855,0.12526620265416294
1.2889684989913694,1.056517115695105,1.32655948065508,-0.0024668156289029946,1.4963610681128894
0.8112675608025791,-0.9573189727058421,-0.8419451611649205,-0.0024668156289029946,0.6279188199692592
1.6472442026329621,-0.07178828165997084,-0.8419451611649205,-1.41207574643068,0.8534252312676772
-0.3829847846693965,0.8913507171404822,-0.9968383498663491,1.407142115172874,-1.2749471531199243
1.169543264444172,0.3679921289493264,0.16486056539436544,-0.7072712810297915,1.4566777784485594
0.2141413880665913,0.4316707404402655,2.101025424162223,-1.41207574643068,1.3169025851654983
1.408393733538567,1.1102459441405848,2.101025424162223,1.407142115172874,1.816260187173991
